Έτος αναφοράς	Εβδομάδα	Χώρα	Περιφέρειες (NUTS2)	κωδ. NUTS2	Περ. Ενότητες (NUTS3)	κωδ. NUTS3	Κατηγορίες Αγροτικών Προϊόντων	Αγροτικά Προϊόντα	Ποσότητα (σε τόνους)
2018	w13	Αίγυπτος	Αίγυπτος	818	Αίγυπτος	818	Λαχανικά	Σκόρδα	13.072
2018	w14	Αίγυπτος	Αίγυπτος	818	Αίγυπτος	818	Λαχανικά	Σκόρδα	13.072
2018	w10	Κύπρος	Κύπρος	196	Κύπρος	196	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	36.2076
2018	w11	Κύπρος	Κύπρος	196	Κύπρος	196	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	36.2076
2018	w12	Κύπρος	Κύπρος	196	Κύπρος	196	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	36.2076
2018	w13	Κύπρος	Κύπρος	196	Κύπρος	196	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	36.2076
2018	w14	Κύπρος	Κύπρος	196	Κύπρος	196	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	36.2076
2018	w10	Ρουμανία	Ρουμανία	642	Ρουμανία	642	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	1.736
2018	w11	Ρουμανία	Ρουμανία	642	Ρουμανία	642	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	1.736
2018	w12	Ρουμανία	Ρουμανία	642	Ρουμανία	642	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	1.736
2018	w13	Ρουμανία	Ρουμανία	642	Ρουμανία	642	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	1.736
2018	w14	Ρουμανία	Ρουμανία	642	Ρουμανία	642	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	1.736
2018	w10	Ουγγαρία	Ουγγαρία	348	Ουγγαρία	348	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	3.8392
2018	w11	Ουγγαρία	Ουγγαρία	348	Ουγγαρία	348	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	3.8392
2018	w12	Ουγγαρία	Ουγγαρία	348	Ουγγαρία	348	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	3.8392
2018	w13	Ουγγαρία	Ουγγαρία	348	Ουγγαρία	348	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	3.8392
2018	w14	Ουγγαρία	Ουγγαρία	348	Ουγγαρία	348	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	3.8392
2018	w10	Σερβία	Σερβία	688	Σερβία	688	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	14.784
2018	w11	Σερβία	Σερβία	688	Σερβία	688	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	14.784
2018	w12	Σερβία	Σερβία	688	Σερβία	688	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	14.784
2018	w13	Σερβία	Σερβία	688	Σερβία	688	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	14.784
2018	w14	Σερβία	Σερβία	688	Σερβία	688	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	14.784
2018	w10	Ηνωμένα Αραβικά Εμιράτα	Ηνωμένα Αραβικά Εμιράτα	784	Ηνωμένα Αραβικά Εμιράτα	784	Βρώσιμα όσπρια	Ρεβύθια	1.2
2018	w11	Ηνωμένα Αραβικά Εμιράτα	Ηνωμένα Αραβικά Εμιράτα	784	Ηνωμένα Αραβικά Εμιράτα	784	Βρώσιμα όσπρια	Ρεβύθια	1.2
2018	w12	Ηνωμένα Αραβικά Εμιράτα	Ηνωμένα Αραβικά Εμιράτα	784	Ηνωμένα Αραβικά Εμιράτα	784	Βρώσιμα όσπρια	Ρεβύθια	1.2
2018	w13	Ηνωμένα Αραβικά Εμιράτα	Ηνωμένα Αραβικά Εμιράτα	784	Ηνωμένα Αραβικά Εμιράτα	784	Βρώσιμα όσπρια	Ρεβύθια	1.2
2018	w14	Ηνωμένα Αραβικά Εμιράτα	Ηνωμένα Αραβικά Εμιράτα	784	Ηνωμένα Αραβικά Εμιράτα	784	Βρώσιμα όσπρια	Ρεβύθια	1.2
2018	w10	Αργεντινή	Αργεντινή	32	Αργεντινή	32	Βρώσιμα όσπρια	Ρεβύθια	27.97
2018	w11	Αργεντινή	Αργεντινή	32	Αργεντινή	32	Βρώσιμα όσπρια	Ρεβύθια	27.97
2018	w12	Αργεντινή	Αργεντινή	32	Αργεντινή	32	Βρώσιμα όσπρια	Ρεβύθια	27.97
2018	w13	Αργεντινή	Αργεντινή	32	Αργεντινή	32	Βρώσιμα όσπρια	Ρεβύθια	27.97
2018	w14	Αργεντινή	Αργεντινή	32	Αργεντινή	32	Βρώσιμα όσπρια	Ρεβύθια	27.97
2018	w10	Καναδάς	Καναδάς	124	Καναδάς	124	Βρώσιμα όσπρια	Ρεβύθια	11.25
2018	w11	Καναδάς	Καναδάς	124	Καναδάς	124	Βρώσιμα όσπρια	Ρεβύθια	11.25
2018	w12	Καναδάς	Καναδάς	124	Καναδάς	124	Βρώσιμα όσπρια	Ρεβύθια	11.25
2018	w13	Καναδάς	Καναδάς	124	Καναδάς	124	Βρώσιμα όσπρια	Ρεβύθια	11.25
2018	w14	Καναδάς	Καναδάς	124	Καναδάς	124	Βρώσιμα όσπρια	Ρεβύθια	11.25
2018	w10	Μεξικό	Μεξικό	484	Μεξικό	484	Βρώσιμα όσπρια	Ρεβύθια	32.2
2018	w11	Μεξικό	Μεξικό	484	Μεξικό	484	Βρώσιμα όσπρια	Ρεβύθια	32.2
2018	w12	Μεξικό	Μεξικό	484	Μεξικό	484	Βρώσιμα όσπρια	Ρεβύθια	32.2
2018	w13	Μεξικό	Μεξικό	484	Μεξικό	484	Βρώσιμα όσπρια	Ρεβύθια	32.2
2018	w14	Μεξικό	Μεξικό	484	Μεξικό	484	Βρώσιμα όσπρια	Ρεβύθια	32.2
2018	w10	Ρωσία	Ρωσία	643	Ρωσία	643	Βρώσιμα όσπρια	Μπιζέλια	0.0562
2018	w11	Ρωσία	Ρωσία	643	Ρωσία	643	Βρώσιμα όσπρια	Μπιζέλια	0.0562
2018	w12	Ρωσία	Ρωσία	643	Ρωσία	643	Βρώσιμα όσπρια	Μπιζέλια	0.0562
2018	w13	Ρωσία	Ρωσία	643	Ρωσία	643	Βρώσιμα όσπρια	Μπιζέλια	0.0562
2018	w14	Ρωσία	Ρωσία	643	Ρωσία	643	Βρώσιμα όσπρια	Μπιζέλια	0.0562
2018	w10	Ισραήλ	Ισραήλ	376	Ισραήλ	376	Πεπονοειδή και πατάτες	Πεπόνια	0.78
2018	w11	Ισραήλ	Ισραήλ	376	Ισραήλ	376	Πεπονοειδή και πατάτες	Πεπόνια	0.78
2018	w12	Ισραήλ	Ισραήλ	376	Ισραήλ	376	Πεπονοειδή και πατάτες	Πεπόνια	0.78
2018	w13	Ισραήλ	Ισραήλ	376	Ισραήλ	376	Πεπονοειδή και πατάτες	Πεπόνια	0.78
2018	w14	Ισραήλ	Ισραήλ	376	Ισραήλ	376	Πεπονοειδή και πατάτες	Πεπόνια	0.78
2018	w10	Τουρκία	Τουρκία	792	Τουρκία	792	Βρώσιμα όσπρια	Ρεβύθια	2.6
2018	w11	Τουρκία	Τουρκία	792	Τουρκία	792	Βρώσιμα όσπρια	Ρεβύθια	2.6
2018	w12	Τουρκία	Τουρκία	792	Τουρκία	792	Βρώσιμα όσπρια	Ρεβύθια	2.6
2018	w13	Τουρκία	Τουρκία	792	Τουρκία	792	Βρώσιμα όσπρια	Ρεβύθια	2.6
2018	w14	Τουρκία	Τουρκία	792	Τουρκία	792	Βρώσιμα όσπρια	Ρεβύθια	2.6
2018	w10	Κίνα	Κίνα	156	Κίνα	156	Λαχανικά	Σκόρδα	5.6242
2018	w11	Κίνα	Κίνα	156	Κίνα	156	Λαχανικά	Σκόρδα	5.6242
2018	w12	Κίνα	Κίνα	156	Κίνα	156	Λαχανικά	Σκόρδα	5.6242
2018	w13	Κίνα	Κίνα	156	Κίνα	156	Λαχανικά	Σκόρδα	5.6242
2018	w14	Κίνα	Κίνα	156	Κίνα	156	Λαχανικά	Σκόρδα	5.6242
2018	w10	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Λαχανικά	Σκόρδα	0.8
2018	w11	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Λαχανικά	Σκόρδα	0.8
2018	w12	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Λαχανικά	Σκόρδα	0.8
2018	w13	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Λαχανικά	Σκόρδα	0.8
2018	w14	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Λαχανικά	Σκόρδα	0.8
2018	w10	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	14.0686
2018	w11	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	14.0686
2018	w12	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	14.0686
2018	w13	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	14.0686
2018	w14	Βέλγιο	Βέλγιο	56	Βέλγιο	56	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	14.0686
2018	w10	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	0.3
2018	w11	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	0.3
2018	w12	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	0.3
2018	w13	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	0.3
2018	w14	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	0.3
2018	w10	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Σκόρδα	0.0332
2018	w11	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Σκόρδα	0.0332
2018	w12	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Σκόρδα	0.0332
2018	w13	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Σκόρδα	0.0332
2018	w14	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Σκόρδα	0.0332
2018	w10	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Ραδίκια και αντίδια	0.614
2018	w11	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Ραδίκια και αντίδια	0.614
2018	w12	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Ραδίκια και αντίδια	0.614
2018	w13	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Ραδίκια και αντίδια	0.614
2018	w14	Ηνωμένο Βασίλειο	Ηνωμένο Βασίλειο	826	Ηνωμένο Βασίλειο	826	Λαχανικά	Ραδίκια και αντίδια	0.614
2018	w10	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Ραδίκια και αντίδια	0.15
2018	w11	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Ραδίκια και αντίδια	0.15
2018	w12	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Ραδίκια και αντίδια	0.15
2018	w13	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Ραδίκια και αντίδια	0.15
2018	w14	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Ραδίκια και αντίδια	0.15
2018	w10	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	0.1942
2018	w11	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	0.1942
2018	w12	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	0.1942
2018	w13	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	0.1942
2018	w14	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Εσπεριδοειδή	Πορτοκαλιές	0.1942
2018	w10	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Σκόρδα	12.499
2018	w11	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Σκόρδα	12.499
2018	w12	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Σκόρδα	12.499
2018	w13	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Σκόρδα	12.499
2018	w14	Ισπανία	Ισπανία	724	Ισπανία	724	Λαχανικά	Σκόρδα	12.499
2018	w10	Ισπανία	Ισπανία	724	Ισπανία	724	Πεπονοειδή και πατάτες	Πεπόνια	1.8132
2018	w11	Ισπανία	Ισπανία	724	Ισπανία	724	Πεπονοειδή και πατάτες	Πεπόνια	1.8132
2018	w12	Ισπανία	Ισπανία	724	Ισπανία	724	Πεπονοειδή και πατάτες	Πεπόνια	1.8132
2018	w13	Ισπανία	Ισπανία	724	Ισπανία	724	Πεπονοειδή και πατάτες	Πεπόνια	1.8132
2018	w14	Ισπανία	Ισπανία	724	Ισπανία	724	Πεπονοειδή και πατάτες	Πεπόνια	1.8132
2018	w10	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	0.3368
2018	w11	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	0.3368
2018	w12	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	0.3368
2018	w13	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	0.3368
2018	w14	Ισπανία	Ισπανία	724	Ισπανία	724	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	0.3368
2018	w10	Βουλγαρία	Βουλγαρία	100	Βουλγαρία	100	Λαχανικά	Σκόρδα	0.0008
2018	w11	Βουλγαρία	Βουλγαρία	100	Βουλγαρία	100	Λαχανικά	Σκόρδα	0.0008
2018	w12	Βουλγαρία	Βουλγαρία	100	Βουλγαρία	100	Λαχανικά	Σκόρδα	0.0008
2018	w13	Βουλγαρία	Βουλγαρία	100	Βουλγαρία	100	Λαχανικά	Σκόρδα	0.0008
2018	w14	Βουλγαρία	Βουλγαρία	100	Βουλγαρία	100	Λαχανικά	Σκόρδα	0.0008
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Σκόρδα	0.633
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Σκόρδα	0.633
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Σκόρδα	0.633
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Σκόρδα	0.633
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Σκόρδα	0.633
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	162.1856
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	162.1856
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	162.1856
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	162.1856
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	162.1856
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	1.6228
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	1.6228
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	1.6228
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	1.6228
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	1.6228
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Πράσα	1.5836
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Πράσα	1.5836
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Πράσα	1.5836
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Πράσα	1.5836
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Πράσα	1.5836
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	0.026
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	0.026
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	0.026
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	0.026
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Λαχανικά	Ραδίκια και αντίδια	0.026
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Μπιζέλια	1
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Μπιζέλια	1
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Μπιζέλια	1
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Μπιζέλια	1
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Μπιζέλια	1
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Ρεβύθια	0.0022
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Ρεβύθια	0.0022
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Ρεβύθια	0.0022
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Ρεβύθια	0.0022
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Βρώσιμα όσπρια	Ρεβύθια	0.0022
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	3.7368
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	3.7368
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	3.7368
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	3.7368
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	3.7368
2018	w10	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πεπόνια	7.3766
2018	w11	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πεπόνια	7.3766
2018	w12	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πεπόνια	7.3766
2018	w13	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πεπόνια	7.3766
2018	w14	Ολλανδία	Ολλανδία	528	Ολλανδία	528	Πεπονοειδή και πατάτες	Πεπόνια	7.3766
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Ρεβύθια	1.6624
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Ρεβύθια	1.6624
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Ρεβύθια	1.6624
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Ρεβύθια	1.6624
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Ρεβύθια	1.6624
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Μπιζέλια	0.7068
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Μπιζέλια	0.7068
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Μπιζέλια	0.7068
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Μπιζέλια	0.7068
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Βρώσιμα όσπρια	Μπιζέλια	0.7068
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	10.9834
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	10.9834
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	10.9834
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	10.9834
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	10.9834
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	0.3334
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	0.3334
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	0.3334
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	0.3334
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Ραδίκια και αντίδια	0.3334
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Σκόρδα	0.268
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Σκόρδα	0.268
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Σκόρδα	0.268
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Σκόρδα	0.268
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Λαχανικά	Σκόρδα	0.268
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	Πεπονοειδή και πατάτες	Πεπόνια	1.128
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	Πεπονοειδή και πατάτες	Πεπόνια	1.128
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	Πεπονοειδή και πατάτες	Πεπόνια	1.128
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	Πεπονοειδή και πατάτες	Πεπόνια	1.128
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	Πεπονοειδή και πατάτες	Πεπόνια	1.128
2018	w10	Ιταλία	Ιταλία	381	Ιταλία	381	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	1.8246
2018	w11	Ιταλία	Ιταλία	381	Ιταλία	381	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	1.8246
2018	w12	Ιταλία	Ιταλία	381	Ιταλία	381	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	1.8246
2018	w13	Ιταλία	Ιταλία	381	Ιταλία	381	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	1.8246
2018	w14	Ιταλία	Ιταλία	381	Ιταλία	381	 Δενδρώδεις καλλιέργειες - Πυρηνόκαρπα	Ροδακινιές - Νεκταρινιές	1.8246
2018	w10	Γερμανία	Γερμανία	276	Γερμανία	276	Λαχανικά	Σκόρδα	0.36
2018	w11	Γερμανία	Γερμανία	276	Γερμανία	276	Λαχανικά	Σκόρδα	0.36
2018	w12	Γερμανία	Γερμανία	276	Γερμανία	276	Λαχανικά	Σκόρδα	0.36
2018	w13	Γερμανία	Γερμανία	276	Γερμανία	276	Λαχανικά	Σκόρδα	0.36
2018	w14	Γερμανία	Γερμανία	276	Γερμανία	276	Λαχανικά	Σκόρδα	0.36
2018	w10	Γερμανία	Γερμανία	276	Γερμανία	276	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	160.0362
2018	w11	Γερμανία	Γερμανία	276	Γερμανία	276	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	160.0362
2018	w12	Γερμανία	Γερμανία	276	Γερμανία	276	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	160.0362
2018	w13	Γερμανία	Γερμανία	276	Γερμανία	276	Πεπονοειδή και πατάτες	Πατάτες συγκομιζόμενες το καλοκαίρι	160.0362
